epoch,train_ce,val_acc
0,2.5223317657198225,24.340534210205078
1,1.903458024774279,31.93991470336914
2,1.717856311068243,39.49735641479492
3,1.5476228436645196,42.70852279663086
4,1.3694366180166906,51.37235641479492
5,1.1993032499235503,51.285614013671875
6,1.0619153252669744,62.11052322387695
7,0.9568120113440922,63.844783782958984
8,0.8576209052484862,67.58272552490234
9,0.7754160293510982,70.7249526977539
10,0.7067771985822794,74.40084838867188
11,0.6239859565180175,74.7972183227539
12,0.5671171351354949,78.79021453857422
13,0.5260688416203674,79.49161529541016
14,0.4954287148251825,81.640625
15,0.4497444644874456,79.62431335449219
16,0.4183973825099517,81.25574493408203
17,0.39786399475165773,82.62063598632812
18,0.37199626680539577,84.23139190673828
19,0.347328569511978,83.28987121582031
20,0.32200708240270615,85.55492401123047
21,0.3102378612574266,85.60202026367188
22,0.2899916427476065,86.71932220458984
23,0.2761138501215954,86.708984375
24,0.2637129524836735,87.10018157958984
25,0.251346509827643,86.00988006591797
26,0.2380714110878049,84.6363754272461
27,0.22480451011536073,87.26103210449219
28,0.2268671975756178,87.00367736816406
29,0.20350353009238534,87.7464370727539
30,0.19933985667873402,89.6754379272461
31,0.1830138202224459,88.46508026123047
32,0.17650101850835645,89.36811065673828
33,0.1703115771619641,88.23299407958984
34,0.1606236766187512,88.88729095458984
35,0.15890756880446355,89.65131378173828
36,0.14231304124910005,89.43647003173828
37,0.14016644854326638,88.70806121826172
38,0.12860732533189714,89.61454772949219
39,0.1329846778238306,89.51631927490234
40,0.11975895849113562,88.8453598022461
41,0.11493326472688695,88.8941879272461
42,0.10351352857387795,89.5335464477539
43,0.10452963179927699,90.63362121582031
44,0.09892202583046592,90.52102661132812
45,0.09291173487293478,89.73805236816406
46,0.08998346271715602,89.55652618408203
47,0.081909179003263,89.73805236816406
48,0.07958905132753509,90.22001647949219
49,0.07382860870993867,90.12752532958984
50,0.07070263440967822,90.44921875
51,0.06490895475203894,90.18611907958984
52,0.06287243268547618,90.91394805908203
53,0.06019255326946779,90.78527069091797
54,0.053192995108511984,90.84673309326172
55,0.05490929487028292,91.22415161132812
56,0.04995726119270738,91.21898651123047
57,0.04674014206785632,91.17647552490234
58,0.04348723214043646,90.79963684082031
59,0.04088380984125697,91.25057220458984
60,0.034768691780615826,91.73943328857422
61,0.03395267158784732,91.54412078857422
62,0.03322016792752001,91.66417694091797
63,0.02903514841989595,92.03469848632812
64,0.029642596109105007,91.29711151123047
65,0.024681469838952228,91.40108489990234
66,0.024777348904053167,92.15935516357422
67,0.023449763919378877,92.109375
68,0.017772412896916574,91.70094299316406
69,0.015605661381340149,92.13982391357422
70,0.015482901483869218,91.94393157958984
71,0.015279139401581215,92.05135345458984
72,0.013223325322876324,91.87557220458984
73,0.013701986735306529,92.07605743408203
74,0.010734156933518089,92.33743286132812
75,0.00929201646156761,92.236328125
76,0.008066887344822896,92.57984924316406
77,0.0066958397356033025,92.63384246826172
78,0.0055874810531516845,92.83834838867188
79,0.004540017337956447,92.74356842041016
80,0.0033057456912130726,92.81710052490234
81,0.0034806534472130693,92.66256713867188
82,0.003224297300722374,92.67750549316406
83,0.003021698081580808,93.17670440673828
84,0.0026198710916012675,92.841796875
85,0.0022963690630882524,92.88545989990234
86,0.0020782481507773567,93.00264739990234
87,0.0018851972869312276,92.93025970458984
88,0.0016989847152180286,93.09455871582031
89,0.0014630724249493179,93.12787628173828
90,0.0011688733749015598,92.91303253173828
91,0.0009217239313162578,92.94921875
92,0.001264616017876079,92.99288177490234
93,0.001063700532243701,93.1715316772461
94,0.0013301663088246382,93.05376434326172
95,0.0008702887837211982,93.14568328857422
96,0.0010242855894422084,93.19451141357422
97,0.0006870880309606389,93.15142059326172
98,0.0008158687845452175,93.25310516357422
99,0.0007571241039098526,93.22897338867188
